MOFname,Mof_volume
mof_unit_11367,4.689477988619665e-28
mof_unit_11368,8.038240612272877e-28
mof_unit_11369,9.56317797951945e-28
mof_unit_11370,4.889250162230671e-28
mof_unit_11371,5.4609997559012e-28
mof_unit_11372,7.231668251311342e-28
mof_unit_11373,1.5152920998484145e-27
mof_unit_11374,1.5488415744765413e-27
mof_unit_11375,3.59287968186424e-28
mof_unit_11376,4.439755322108692e-28
mof_unit_11377,1.696695396175421e-27
mof_unit_11378,3.8299038322696894e-28
mof_unit_11379,6.585822723728428e-28
mof_unit_11380,7.845104281163191e-28
mof_unit_11381,5.490133866796626e-28
mof_unit_11382,4.958237888941646e-28
mof_unit_11383,9.298968035696296e-28
mof_unit_11384,6.381926377728985e-28
mof_unit_11385,5.100731824536154e-28
mof_unit_11386,1.7868089625744973e-27
mof_unit_11387,5.148997030849679e-28
mof_unit_11388,4.151963074670914e-28
mof_unit_11389,4.406816251739997e-28
mof_unit_11390,5.677220789147718e-28
mof_unit_11391,9.556407342228067e-28
mof_unit_11392,8.959065264043417e-28
mof_unit_11393,1.5081869026357712e-27
mof_unit_11394,5.477875685944017e-28
mof_unit_11395,6.326064398129554e-28
mof_unit_11396,8.195293514935641e-28
mof_unit_11397,3.4650130224291267e-28
mof_unit_11398,7.835993739930557e-28
mof_unit_11399,1.7352454769900537e-27
mof_unit_11400,4.302838071720626e-28
mof_unit_11401,6.635355049723734e-28
mof_unit_11402,6.3902352619590005e-28
mof_unit_11403,6.0038187751835635e-28
mof_unit_11404,7.9001338285321395e-28
mof_unit_11405,8.865993530748844e-28
mof_unit_11406,1.037487939842871e-27
mof_unit_11407,5.775488925930056e-28
mof_unit_11408,1.9879080956056006e-27
mof_unit_11409,4.381121377466821e-28
mof_unit_11410,1.0547292097510248e-27
mof_unit_11411,9.994429261490563e-28
mof_unit_11412,1.3420130576965704e-27
mof_unit_11413,6.233773227851839e-28
mof_unit_11414,1.5509613059782499e-27
mof_unit_11415,4.8616813295177195e-28
mof_unit_11416,1.3621228231166053e-27
mof_unit_11417,6.639010291063585e-28
mof_unit_11418,6.274833717476928e-28
mof_unit_11419,1.01977279300477e-27
mof_unit_11420,5.544773025886058e-28
mof_unit_11421,9.397842816475715e-28
mof_unit_11422,5.380044029071009e-28
mof_unit_11423,3.863798875719163e-28
mof_unit_11424,5.105047075942375e-28
mof_unit_11425,3.3007448644267757e-28
mof_unit_11426,1.664653822323925e-27
mof_unit_11427,6.856384224597183e-28
mof_unit_11428,1.3201185903256338e-27
mof_unit_11429,2.269379558964496e-27
mof_unit_11430,5.631747601500889e-28
mof_unit_11431,5.308230995489283e-28
mof_unit_11432,3.57670948307528e-28
mof_unit_11433,1.1011577005356189e-27
mof_unit_11434,5.411533637831739e-28
mof_unit_11435,1.8747437925245354e-27
mof_unit_11436,1.6655197300110572e-27
mof_unit_11437,1.0868852518464486e-27
mof_unit_11438,7.009502429987889e-28
mof_unit_11439,1.4166466355526761e-27
mof_unit_11440,1.0731033837960524e-27
mof_unit_11441,6.06118526663983e-28
mof_unit_11442,6.9027314151463e-28
mof_unit_11443,5.703055084642614e-28
mof_unit_11444,6.16803351622565e-28
mof_unit_11445,5.107029585815499e-28
mof_unit_11446,1.6924880212023404e-27
mof_unit_11447,7.937409117778536e-28
mof_unit_11448,2.758528348227433e-27
mof_unit_11449,2.0133617052757377e-27
mof_unit_11450,1.1262094463278177e-27
mof_unit_11451,5.600601220372372e-28
mof_unit_11452,1.6157833796203798e-27
mof_unit_11453,4.239797876680175e-28
mof_unit_11454,1.762838886003046e-27
mof_unit_11455,7.992451657782265e-28
mof_unit_11456,2.7764676192412457e-28
mof_unit_11457,5.268026192246499e-28
mof_unit_11458,5.581281638658845e-28
mof_unit_11459,6.191572369250753e-28
mof_unit_11460,4.260841608892751e-28
mof_unit_11461,6.16917370120088e-28
mof_unit_11462,4.562484369110731e-28
mof_unit_11463,9.996957325885084e-28
mof_unit_11464,1.11747015881795e-27
mof_unit_11465,8.672918652778959e-28
mof_unit_11466,3.544678802580873e-28
mof_unit_11467,9.944885252284622e-28
mof_unit_11468,5.259495652732213e-28
mof_unit_11469,2.1181665434084705e-27
mof_unit_11470,7.091885370575099e-28
mof_unit_11471,1.0303668248949588e-27
mof_unit_11472,3.322122717958659e-27
mof_unit_11473,1.0515823254587208e-27
mof_unit_11474,1.525981014595248e-27
mof_unit_11475,4.113595967729712e-28
mof_unit_11476,4.0437171729330715e-28
mof_unit_11477,3.7112231151285705e-28
mof_unit_11478,4.706216809237778e-28
mof_unit_11479,7.522544977497124e-28
mof_unit_11480,8.881403984021426e-28
mof_unit_11481,7.385249203028716e-28
mof_unit_11482,9.385201352774113e-28
mof_unit_11483,4.645063742838154e-28
mof_unit_11484,6.27575143514266e-28
mof_unit_11485,7.8390110053370405e-28
mof_unit_11486,1.1101924116301979e-27
mof_unit_11487,7.570189880054804e-28
mof_unit_11488,1.3512251756814435e-27
mof_unit_11489,1.830886040101438e-27
mof_unit_11490,6.77036984291106e-28
mof_unit_11491,1.4153367748901449e-27
mof_unit_11492,2.4365859314339775e-28
mof_unit_11493,3.94372034151529e-28
mof_unit_11494,4.831317762009854e-28
mof_unit_11495,2.8432615238893075e-27
mof_unit_11496,7.019399506866136e-28
mof_unit_11497,7.014451448714963e-28
mof_unit_11498,1.9216969627329986e-27
mof_unit_11499,1.0730281065888863e-27
mof_unit_11500,6.844525958995315e-28
mof_unit_11501,5.919903922576224e-28
mof_unit_11502,1.908744417083744e-27
mof_unit_11503,8.620753570949924e-28
mof_unit_11504,4.065175636953295e-28
mof_unit_11505,4.360964522775051e-28
mof_unit_11506,8.73266124505025e-28
mof_unit_11507,8.918031368056814e-28
mof_unit_11508,1.3414030086876128e-27
mof_unit_11509,5.069488073998066e-28
mof_unit_11510,8.303104128096888e-28
mof_unit_11511,5.435509228459304e-28
mof_unit_11512,4.792239457573291e-28
mof_unit_11513,4.671263540812397e-28
mof_unit_11514,1.1336772860503133e-27
mof_unit_11515,7.596471303166437e-28
mof_unit_11516,4.740641076259925e-28
mof_unit_11517,3.073854804892722e-28
mof_unit_11518,6.140032566657746e-28
mof_unit_11519,7.931138496085435e-28
mof_unit_11520,7.420923962285647e-28
mof_unit_11521,4.204351773382441e-28
mof_unit_11522,6.411728831085882e-28
mof_unit_11523,5.890859416711285e-28
mof_unit_11524,4.286511912952465e-28
mof_unit_11525,1.3528036348554086e-27
mof_unit_11526,5.719354974731981e-28
mof_unit_11527,8.80661877501802e-28
mof_unit_11528,2.8786165340849893e-27
mof_unit_11529,6.404463827277095e-28
mof_unit_11530,1.003979336224269e-27
mof_unit_11531,9.485104645872305e-28
mof_unit_11532,3.472248217037479e-28
mof_unit_11533,7.018782394202558e-28
mof_unit_11534,1.126455983474191e-27
mof_unit_11535,9.221399395581839e-28
mof_unit_11536,9.993153737225484e-28
mof_unit_11537,7.177974044024708e-28
mof_unit_11538,1.5627476547228428e-27
mof_unit_11539,7.915353408032042e-28
mof_unit_11540,3.2118188227043463e-28
mof_unit_11541,7.541208233023858e-28
mof_unit_11542,2.271423398782353e-27
mof_unit_11543,6.53073146020712e-28
mof_unit_11544,1.164537815123799e-27
mof_unit_11545,6.608822875168651e-28
mof_unit_11546,2.7362229803585282e-27
mof_unit_11547,3.622106376580915e-28
mof_unit_11548,8.078378584889591e-28
mof_unit_11549,1.027242961037133e-27
mof_unit_11550,2.1370702879025303e-27
mof_unit_11551,2.6223563112947292e-27
mof_unit_11552,5.843868006922066e-28
mof_unit_11553,8.273601736874952e-28
mof_unit_11554,1.1098955857579629e-27
mof_unit_11555,1.128131454064557e-27
mof_unit_11556,7.753910957179782e-28
mof_unit_11557,2.0806866902287122e-27
mof_unit_11558,7.311389493047174e-28
mof_unit_11559,1.203550544042469e-27
mof_unit_11560,8.484848199372999e-28
mof_unit_11561,8.44389483143787e-28
mof_unit_11562,7.473146675438073e-28
mof_unit_11563,7.421391387827878e-28
mof_unit_11564,3.083178667600713e-28
mof_unit_11565,8.051329115597376e-28
mof_unit_11566,4.730113307122297e-28
mof_unit_11567,7.888701997327132e-28
mof_unit_11568,8.142370560794276e-28
mof_unit_11569,3.8438441228224017e-28
mof_unit_11570,1.0231245359851481e-27
mof_unit_11571,1.112306109814243e-27
mof_unit_11572,3.3630799893126456e-28
mof_unit_11573,8.828219585846583e-28
mof_unit_11574,7.183786967097534e-28
mof_unit_11575,9.332085152660848e-28
mof_unit_11576,7.47542838935651e-28
mof_unit_11577,9.094230827725524e-28
mof_unit_11578,1.2940795906743388e-27
mof_unit_11579,1.4969688862746925e-27
mof_unit_11580,7.51357888498146e-28
mof_unit_11581,5.35091380844449e-28
mof_unit_11582,5.3014976969572415e-28
mof_unit_11583,3.3649266193274966e-27
mof_unit_11584,1.3204118895357618e-27
mof_unit_11585,3.8545460210557735e-28
mof_unit_11586,6.116196616026241e-28
mof_unit_11587,2.493656681793253e-27
mof_unit_11588,4.175525105012556e-28
mof_unit_11589,6.603326200577502e-28
mof_unit_11590,6.634945381958882e-28
mof_unit_11591,3.797464204771796e-28
mof_unit_11592,3.269704862443609e-28
mof_unit_11593,4.0396037640103616e-27
mof_unit_11594,5.918156912859982e-28
mof_unit_11595,1.1691885524243008e-27
mof_unit_11596,5.2011484844755e-28
mof_unit_11597,1.3891174405919469e-27
mof_unit_11598,7.025995773770983e-28
mof_unit_11599,5.36420001562616e-28
mof_unit_11600,6.182731199057466e-28
mof_unit_11601,1.4203987951818375e-27
mof_unit_11602,3.482381423910259e-28
mof_unit_11603,7.164976305837713e-28
mof_unit_11604,5.801628858113871e-28
mof_unit_11605,6.754024067011796e-28
mof_unit_11606,1.3353520179217083e-27
mof_unit_11607,2.106927822602647e-27
mof_unit_11608,4.23664389939749e-28
mof_unit_11609,7.204620477007734e-28
mof_unit_11610,4.913701635589053e-28
mof_unit_11611,6.776143103559555e-28
mof_unit_11612,6.247568540228347e-28
mof_unit_11613,7.862581598869124e-28
mof_unit_11614,6.015582511118778e-28
mof_unit_11615,4.772535415996018e-28
mof_unit_11616,6.911023328982116e-28
mof_unit_11617,6.279685774363294e-28
mof_unit_11618,6.774050807714389e-28
mof_unit_11619,8.71768427539008e-28
mof_unit_11620,4.925346515977217e-28
mof_unit_11621,9.195211347724744e-28
mof_unit_11622,7.754418514893587e-28
mof_unit_11623,1.3155983918423988e-27
mof_unit_11624,9.559456676834035e-28
mof_unit_11625,4.4156167874331995e-28
mof_unit_11626,7.909678854928206e-28
mof_unit_11627,1.1759883874767137e-27
mof_unit_11628,4.105063015212404e-28
mof_unit_11629,1.2939212481838021e-27
mof_unit_11630,3.0814415622996523e-27
mof_unit_11631,2.6364661010776337e-27
mof_unit_11632,8.030260276807478e-28
mof_unit_11633,5.302153776780419e-28
mof_unit_11634,9.156749024803734e-28
mof_unit_11635,1.3116640167719253e-27
mof_unit_11636,3.9882763027692335e-28
mof_unit_11637,4.210286486463208e-28
mof_unit_11638,3.564019883482876e-28
mof_unit_11639,3.6680982888407912e-28
mof_unit_11640,9.470504148039949e-28
mof_unit_11641,6.274324995599641e-28
mof_unit_11642,1.2391078362948869e-27
mof_unit_11643,5.577315876944367e-28
mof_unit_11644,1.7265721835110286e-27
mof_unit_11645,1.1896809756259949e-27
mof_unit_11646,6.953776921825475e-28
mof_unit_11647,4.436522188394423e-28
mof_unit_11648,1.7018206603618982e-27
mof_unit_11649,8.157067816018873e-28
mof_unit_11650,5.576439170875476e-28
mof_unit_11651,5.441497977827728e-28
mof_unit_11652,1.6189510429720267e-27
mof_unit_11653,1.571104166679215e-27
mof_unit_11654,1.781371433503078e-27
mof_unit_11655,2.7658141470791704e-27
mof_unit_11656,9.130147842667677e-28
mof_unit_11657,5.097009863872451e-28
mof_unit_11658,6.298778574575145e-28
mof_unit_11659,3.63455273595367e-27
mof_unit_11660,7.099298317849128e-28
mof_unit_11661,6.584987727869534e-28
mof_unit_11662,4.754661582618216e-28
mof_unit_11663,5.186370082288834e-28
mof_unit_11664,1.5947951445730977e-27
mof_unit_11665,2.1304201477436485e-28
mof_unit_11666,6.214792299159897e-28
mof_unit_11667,2.735199711559856e-28
mof_unit_11668,2.1036711483609054e-27
mof_unit_11669,1.8598937369164896e-27
mof_unit_11670,1.0903747532054191e-27
mof_unit_11671,2.6623830014847707e-27
mof_unit_11672,6.5501580419066225e-28
mof_unit_11673,5.027188981342444e-28
mof_unit_11674,7.397576120372558e-28
mof_unit_11675,7.136793744792473e-28
mof_unit_11676,1.9411393889059127e-27
mof_unit_11677,2.4949939231748496e-28
mof_unit_11678,6.1227115703133665e-28
mof_unit_11679,1.198795407516662e-27
mof_unit_11680,6.023254431842429e-28
mof_unit_11681,1.3444339250250052e-27
mof_unit_11682,3.201152692941299e-28
mof_unit_11683,2.047797857728309e-27
mof_unit_11684,1.0615846426522036e-27
mof_unit_11685,1.8492916330426484e-27
mof_unit_11686,6.510638745409536e-28
mof_unit_11687,7.913767580008777e-28
mof_unit_11688,3.9398039214965654e-28
mof_unit_11689,1.2132338713417619e-27
mof_unit_11690,4.218353441053005e-28
mof_unit_11691,3.2864276594918205e-28
mof_unit_11692,9.013028674006921e-28
mof_unit_11693,8.39064653134665e-28
mof_unit_11694,1.3404179433899215e-27
mof_unit_11695,8.884905936557262e-28
mof_unit_11696,5.725535042815337e-28
mof_unit_11697,4.91771310692133e-28
mof_unit_11698,8.074759279349238e-28
mof_unit_11699,1.1017970678403776e-27
mof_unit_11700,6.353892871341634e-28
mof_unit_11701,3.8189131342782385e-28
mof_unit_11702,1.0072810189504246e-27
mof_unit_11703,5.861652279305344e-28
mof_unit_11704,1.622531006635723e-27
mof_unit_11705,3.6132244507321243e-28
mof_unit_11706,2.0892886394541535e-27
mof_unit_11707,4.595908360610499e-28
mof_unit_11708,9.507678635478578e-28
mof_unit_11709,3.253061480638407e-28
mof_unit_11710,5.842218934913661e-28
mof_unit_11711,8.34916068897056e-28
mof_unit_11712,4.438497010552577e-28
mof_unit_11713,1.226762917166905e-27
mof_unit_11714,1.8383675724729553e-27
mof_unit_11715,1.681613384025939e-27
mof_unit_11716,7.1940658895032895e-28
mof_unit_11717,1.7861966288816105e-27
mof_unit_11718,8.972592576031628e-28
mof_unit_11719,1.2360798881767056e-27
mof_unit_11720,1.0401431967181795e-27
mof_unit_11721,8.97155273963483e-28
mof_unit_11722,5.792380818967117e-28
mof_unit_11723,4.291929785636781e-28
mof_unit_11724,6.794568015664409e-28
mof_unit_11725,4.012616911102159e-28
mof_unit_11726,6.146816600846595e-28
mof_unit_11727,7.62348265657168e-28
mof_unit_11728,1.1667015653268699e-27
mof_unit_11729,1.047556801536446e-27
mof_unit_11730,7.602869745731475e-28
mof_unit_11731,6.1187880650623525e-28
mof_unit_11732,1.7210436440545503e-27
mof_unit_11733,1.197129625551748e-27
mof_unit_11734,3.3775480505155025e-28
mof_unit_11735,4.422336140355914e-28
mof_unit_11736,5.868494526124701e-28
mof_unit_11737,1.0409306811697937e-27
mof_unit_11738,8.41603719833104e-28
mof_unit_11739,5.102456819323907e-28
mof_unit_11740,9.86149447471579e-28
mof_unit_11741,1.6499299282425508e-27
mof_unit_11742,1.755666778322645e-27
mof_unit_11743,4.643142112640995e-28
mof_unit_11744,7.629063325894166e-28
mof_unit_11745,8.760245841623674e-28
mof_unit_11746,6.10887666231085e-28
mof_unit_11747,3.623765230092738e-28
mof_unit_11748,8.216971218380176e-28
mof_unit_11749,6.031392094510976e-28
mof_unit_11750,4.71453785520731e-28
mof_unit_11751,3.346004044715512e-28
mof_unit_11752,6.932079500964644e-28
mof_unit_11753,1.0082515685993857e-27
mof_unit_11754,5.579552263967394e-28
mof_unit_11755,8.927671774607657e-28
mof_unit_11756,1.3945107286402267e-27
mof_unit_11757,6.046395318289977e-28
mof_unit_11758,8.795877880586436e-28
mof_unit_11759,1.7653330251238203e-27
mof_unit_11760,9.765661830968974e-28
mof_unit_11761,8.18312489739683e-28
mof_unit_11762,6.7808475275389605e-28
mof_unit_11763,4.112483045696816e-28
mof_unit_11764,5.851394785119518e-28
mof_unit_11765,6.123064715370734e-28
mof_unit_11766,7.247015016271937e-28
mof_unit_11767,6.050755775272597e-28
mof_unit_11768,3.112699115573482e-28
mof_unit_11769,8.629733272556826e-28
mof_unit_11770,8.970021548911877e-28
mof_unit_11771,3.850533510062486e-28
mof_unit_11772,9.44033316691316e-28
mof_unit_11773,5.855824350031169e-28
mof_unit_11774,4.272639821576556e-28
mof_unit_11775,4.853742107563498e-28
mof_unit_11776,1.0731996669906209e-27
mof_unit_11777,2.722874933580528e-28
mof_unit_11778,2.731707672148444e-28
mof_unit_11779,5.189925826595702e-28
mof_unit_11780,8.662335607127006e-28
mof_unit_11781,5.495662900651918e-28
mof_unit_11782,1.2761756467898104e-27
mof_unit_11783,6.090584705353911e-28
mof_unit_11784,1.4788224819653426e-27
mof_unit_11785,1.1813258904376007e-27
mof_unit_11786,7.399622755817767e-28
mof_unit_11787,4.0329903710517267e-28
mof_unit_11788,2.515198069288962e-28
mof_unit_11789,1.3889987143789132e-27
mof_unit_11790,1.4112705650328013e-27
mof_unit_11791,4.685669068722627e-28
mof_unit_11792,5.011075229582174e-28
mof_unit_11793,7.424207082126955e-28
mof_unit_11794,4.884601715239832e-28
mof_unit_11795,1.4941276775121919e-27
mof_unit_11796,7.2797711797942845e-28
mof_unit_11797,7.509366525488117e-28
mof_unit_11798,5.014302017611521e-28
mof_unit_11799,5.272220100909326e-28
mof_unit_11800,1.2855781061730489e-27
mof_unit_11801,4.977480482216938e-28
mof_unit_11802,9.344100927026966e-28
mof_unit_11803,3.1237304091209507e-28
mof_unit_11804,1.5572670324401821e-27
mof_unit_11805,9.24388315399768e-28
mof_unit_11806,6.708068398593031e-28
mof_unit_11807,4.459568644876674e-28
mof_unit_11808,8.709069945465359e-28
mof_unit_11809,1.2422846679432185e-27
mof_unit_11810,7.983857473912958e-28
mof_unit_11811,1.6364983867663217e-27
mof_unit_11812,7.0859882629635985e-28
mof_unit_11813,4.713858892440955e-28
mof_unit_11814,8.084007271378202e-28
mof_unit_11815,1.4052873773660045e-27
mof_unit_11816,4.712636949098386e-28
mof_unit_11817,4.510716362693356e-28
mof_unit_11818,6.738186574209927e-28
mof_unit_11819,7.711008303808661e-28
mof_unit_11820,5.217509658613305e-28
mof_unit_11821,5.880090196285682e-28
mof_unit_11822,4.830633207511894e-28
mof_unit_11823,6.868064501159784e-28
mof_unit_11824,5.702469724362662e-28
mof_unit_11825,1.1655915327869884e-27
mof_unit_11826,2.4139479305652055e-28
mof_unit_11827,6.535738526595625e-28
mof_unit_11828,1.086781012935638e-27
mof_unit_11829,6.936092931359878e-28
mof_unit_11830,5.963918113958067e-28
mof_unit_11831,5.18436049153458e-28
mof_unit_11832,1.2078992455208906e-27
mof_unit_11833,6.767143292880327e-28
mof_unit_11834,7.627964818118901e-28
mof_unit_11835,4.093511357919945e-28
mof_unit_11836,9.176760554960838e-28
mof_unit_11837,1.2399873095700483e-27
mof_unit_11838,9.6491475666727e-28
mof_unit_11839,3.1841954502429037e-28
mof_unit_11840,7.558242018477114e-28
mof_unit_11841,2.1269175624952334e-27
mof_unit_11842,5.8458862380822875e-28
mof_unit_11843,1.8862997191108278e-27
mof_unit_11844,4.558309334805126e-28
mof_unit_11845,3.821836249863575e-28
mof_unit_11846,9.492948363056721e-28
mof_unit_11847,7.247858859118298e-28
mof_unit_11848,1.6538586195421605e-27
mof_unit_11849,1.108757248192723e-27
mof_unit_11850,6.26769657813236e-28
mof_unit_11851,4.36135548893384e-28
mof_unit_11852,2.5305228257269713e-28
mof_unit_11853,1.3296529053970233e-27
mof_unit_11854,1.4615178796043835e-27
mof_unit_11855,2.111321099903983e-27
mof_unit_11856,7.370876278810237e-28
mof_unit_11857,7.22983038619726e-28
mof_unit_11858,1.6552181915506775e-27
mof_unit_11859,7.203257076598658e-28
mof_unit_11860,6.348522551508783e-28
mof_unit_11861,6.443295165265036e-28
mof_unit_11862,1.678086161592568e-27
mof_unit_11863,4.1833042945492015e-28
mof_unit_11864,1.6657923837976208e-27
mof_unit_11865,4.8681534707222345e-28
mof_unit_11866,6.239401457977726e-28
mof_unit_11867,8.011177309500452e-28
mof_unit_11868,4.0644564332304365e-27
mof_unit_11869,5.95631074780302e-28
mof_unit_11870,3.472049075542896e-27
mof_unit_11871,5.709408444386383e-28
mof_unit_11872,7.86317116465985e-28
mof_unit_11873,8.874313639104259e-28
mof_unit_11874,7.572472625235677e-28
mof_unit_11875,8.101791145790073e-28
mof_unit_11876,9.135855833785171e-28
mof_unit_11877,6.381491268037006e-28
mof_unit_11878,3.910331825718124e-28
mof_unit_11879,1.386283902265661e-27
mof_unit_11880,9.350044200432526e-28
mof_unit_11881,2.394677860477591e-27
mof_unit_11882,8.936636113189142e-28
mof_unit_11883,3.0427972077914937e-28
mof_unit_11884,7.455822321121903e-28
mof_unit_11885,1.2482150735776025e-27
mof_unit_11886,7.110221722929534e-28
mof_unit_11887,5.2301756394782126e-28
mof_unit_11888,1.1363800934235223e-27
mof_unit_11889,2.635765890964259e-27
mof_unit_11890,3.252393048864518e-28
mof_unit_11891,1.518546912154866e-27
mof_unit_11892,9.909019445565638e-28
mof_unit_11893,2.0922712720613128e-27
mof_unit_11894,3.43539095498967e-28
mof_unit_11895,3.181062478963766e-28
mof_unit_11896,3.425985137183729e-28
mof_unit_11897,1.3375981250087842e-27
mof_unit_11898,5.5244816784089065e-28
mof_unit_11899,6.845643487391917e-28
mof_unit_11900,4.270355975291176e-28
mof_unit_11901,8.6598368590788e-28
mof_unit_11902,5.436176803577695e-28
mof_unit_11903,8.148733529405168e-28
mof_unit_11904,1.0472134535672967e-27
mof_unit_11905,1.1523168426325158e-27
mof_unit_11906,1.361527135723001e-27
mof_unit_11907,1.0433295633744573e-27
mof_unit_11908,5.750329201009794e-28
mof_unit_11909,4.4338433047198435e-28
mof_unit_11910,5.901443569216345e-28
mof_unit_11911,8.980835206786526e-28
mof_unit_11912,1.8502553281115393e-27
mof_unit_11913,1.3698805192942727e-27
mof_unit_11914,3.461508445531416e-27
mof_unit_11915,2.7573880555884775e-28
mof_unit_11916,1.7518339061796755e-27
mof_unit_11917,9.675823847305395e-28
mof_unit_11918,5.373634900566258e-28
mof_unit_11919,1.569903686116564e-27
mof_unit_11920,7.658587651113591e-28
mof_unit_11921,1.185962075237164e-27
mof_unit_11922,4.922101852112745e-28
mof_unit_11923,1.0530667923966031e-27
mof_unit_11924,5.739637285343584e-28
mof_unit_11925,6.669784519070507e-28
mof_unit_11926,3.8966601234312485e-28
mof_unit_11927,3.2969035251748472e-28
mof_unit_11928,4.561523355489067e-28
mof_unit_11929,4.795245193705319e-28
mof_unit_11930,6.014123234036855e-28
mof_unit_11931,4.003207914194157e-28
mof_unit_11932,7.4100701284429995e-28
mof_unit_11933,3.5285795946148357e-28
mof_unit_11934,3.2944412089711807e-28
mof_unit_11935,7.350423220544949e-28
mof_unit_11936,1.1150003690487268e-27
mof_unit_11937,7.735272402143451e-28
mof_unit_11938,7.718994684208952e-28
mof_unit_11939,1.6510885500501466e-27
mof_unit_11940,8.557592065956686e-28
mof_unit_11941,2.303799389842505e-27
mof_unit_11942,6.108546759913798e-28
mof_unit_11943,8.637360575365181e-28
mof_unit_11944,8.320602210238394e-28
mof_unit_11945,9.046357453802132e-28
mof_unit_11946,6.165858904457421e-28
mof_unit_11947,1.682368029893735e-27
mof_unit_11948,4.014731088292445e-28
mof_unit_11949,6.8929986429339775e-28
mof_unit_11950,7.712034386405614e-28
mof_unit_11951,6.400804526476981e-28
mof_unit_11952,5.140777983422913e-28
mof_unit_11953,1.112780257933994e-27
mof_unit_11954,1.80883873114551e-27
mof_unit_11955,3.2527668247352026e-28
mof_unit_11956,1.7073399058184806e-27
mof_unit_11957,5.578112128963961e-28
mof_unit_11958,6.724330787904163e-28
mof_unit_11959,1.3286685724621064e-27
mof_unit_11960,1.4223020604491897e-27
mof_unit_11961,8.465465620906064e-28
mof_unit_11962,6.135355472573374e-28
mof_unit_11963,2.1459526789023957e-27
mof_unit_11964,1.2954379160006369e-27
mof_unit_11965,4.468954202153901e-28
mof_unit_11966,1.2921387286676561e-27
mof_unit_11967,4.627950921482675e-28
mof_unit_11968,8.907486925766571e-28
mof_unit_11969,4.32836428600719e-28
mof_unit_11970,8.53038420951611e-28
mof_unit_11971,4.225915621197758e-28
mof_unit_11972,2.198584715102271e-27
mof_unit_11973,9.358457116055464e-28
mof_unit_11974,5.855575298928823e-28
mof_unit_11975,8.866933243088949e-28
mof_unit_11976,1.1817881752673234e-27
mof_unit_11977,5.706447656463431e-28
mof_unit_11978,2.289993708753613e-27
mof_unit_11979,6.553500764303827e-28
mof_unit_11980,7.481593036744612e-28
mof_unit_11981,7.515167854760337e-28
mof_unit_11982,6.646069235682183e-28
mof_unit_11983,6.31466503635397e-28
mof_unit_11984,9.084473277116738e-28
mof_unit_11985,6.529556208419062e-28
mof_unit_11986,4.0248776298554334e-28
mof_unit_11987,5.881768152288139e-28
mof_unit_11988,8.10244398820826e-28
mof_unit_11989,5.087091057376075e-28
mof_unit_11990,4.429972314455775e-28
mof_unit_11991,5.8000549125225415e-28
mof_unit_11992,8.507610068920395e-28
mof_unit_11993,9.018502444165151e-28
mof_unit_11994,5.85198442615771e-28
mof_unit_11995,4.439556848960746e-28
mof_unit_11996,5.732260696608262e-28
mof_unit_11997,1.4458430201097126e-27
mof_unit_11998,9.61503965953026e-28
mof_unit_11999,5.5786320097682625e-28
mof_unit_12000,8.964996135173124e-28
mof_unit_12001,8.974504317081665e-28
mof_unit_12002,6.1373577989729685e-28
mof_unit_12003,6.505124342906904e-28
mof_unit_12004,1.950315896812089e-27
mof_unit_12005,2.638530804978763e-27
mof_unit_12006,5.70666400717121e-28
mof_unit_12007,8.307361964231348e-28
mof_unit_12008,1.6097750451293944e-27
mof_unit_12009,1.3427477038267759e-27
mof_unit_12010,5.852822705514842e-28
mof_unit_12011,1.584564053820114e-27
mof_unit_12012,8.604795045648755e-28
mof_unit_12013,3.454381274634568e-28
mof_unit_12014,1.1701007261631734e-27
mof_unit_12015,2.9647532987794834e-28
mof_unit_12016,9.499928889848797e-28
mof_unit_12017,9.422054707796555e-28
mof_unit_12018,1.745491047681972e-27
mof_unit_12019,8.64221827276096e-28
mof_unit_12020,1.3672912960198829e-27
mof_unit_12021,1.4294319711532113e-27
mof_unit_12022,8.085057559447377e-28
mof_unit_12023,4.496226803445913e-28
mof_unit_12024,1.428191024948065e-27
mof_unit_12025,7.6974341785272795e-28
mof_unit_12026,1.2859923209769352e-27
mof_unit_12027,7.0701458393227375e-28
mof_unit_12028,8.7821745071095e-28
mof_unit_12029,1.1705943930722925e-27
mof_unit_12030,8.021058160451599e-28
mof_unit_12031,4.311936271591356e-28
mof_unit_12032,5.273604993850459e-28
mof_unit_12033,5.7147111366287385e-28
mof_unit_12034,1.5503637492756454e-27
mof_unit_12035,1.151666911159005e-27
mof_unit_12036,3.729947337575072e-28
mof_unit_12037,1.1061903426440515e-27
mof_unit_12038,3.103372400431294e-27
mof_unit_12039,2.208610068446533e-27
mof_unit_12040,4.440474161953242e-28
mof_unit_12041,6.779749941702975e-28
mof_unit_12042,9.004829785256364e-28
mof_unit_12043,5.019408530029007e-28
mof_unit_12044,5.732671199645043e-28
mof_unit_12045,1.6765183268908207e-27
mof_unit_12046,3.2882102407339975e-28
mof_unit_12047,4.566122629686195e-28
mof_unit_12048,4.872350778691834e-28
mof_unit_12049,4.424370810313734e-28
mof_unit_12050,1.4549635236979633e-27
mof_unit_12051,2.1906528150190955e-27
mof_unit_12052,3.9109398520514603e-28
mof_unit_12053,2.701170800124075e-28
mof_unit_12054,1.6701048209475578e-27
mof_unit_12055,9.239971406089626e-28
