,Column1,Column2,Column3,Column4
11672,20502,4.48685,1.0657,4.48685
11673,20503,6.538869999999999,5.87651,6.44174
11674,20504,10.03346,8.30017,10.03346
11675,20505,9.62342,7.19756,9.57294
11676,20506,11.28072,7.3602,11.28072
11677,20507,6.26043,3.7785599999999997,6.25384
11678,20508,4.69726,3.1604,4.32787
11679,20509,9.60339,6.32608,9.43714
11680,2051,5.15725,3.2339700000000002,5.1367
11681,20510,4.53432,3.65904,4.52261
11682,20511,5.12004,3.28621,4.934159999999999
11683,20512,5.859719999999999,3.8504199999999997,5.859719999999999
11684,20513,5.81329,3.54587,5.76511
11685,20514,7.9147,6.39098,7.9147
11686,20515,7.134760000000001,4.51184,6.61154
11687,20516,4.76009,3.4946,4.3356900000000005
11688,20517,11.62697,11.19772,11.5432
11689,20518,8.33082,6.25303,7.775339999999999
11690,20519,4.82452,3.62871,4.82452
11691,2052,4.08981,2.42023,4.08981
11692,20520,4.5846599999999995,3.02419,4.5846599999999995
11693,20521,5.74662,3.7399699999999996,5.13227
11694,20522,7.921139999999999,7.1098,7.79228
11695,20523,4.93082,3.2884,4.93082
11696,20524,8.67352,6.257219999999999,8.66655
11697,20525,9.038210000000001,7.01075,9.038210000000001
11698,20526,10.77004,5.96054,10.30033
11699,20527,6.74512,4.1772599999999995,6.74512
11700,20528,4.47989,3.02251,3.98115
11701,20529,7.33462,4.21507,7.106319999999999
11702,2053,5.27715,3.53685,5.27698
11703,20530,9.00747,7.145339999999999,9.00747
11704,20531,7.62821,5.69182,6.70039
11705,20532,4.8733900000000006,3.05934,4.77687
11706,20533,5.19555,4.212280000000001,5.15395
11707,20534,5.54819,3.8691699999999996,5.440519999999999
11708,20535,9.26757,5.238169999999999,9.24266
11709,20536,5.57641,3.1038799999999998,5.57641
11710,20537,4.32576,3.03115,4.32576
11711,20538,5.64692,4.57472,5.19182
11712,20539,5.73065,3.98085,5.73065
11713,2054,5.15532,4.4882800000000005,5.15532
11714,20540,4.58047,2.6097,4.58047
11715,20541,8.79786,7.12327,8.52786
11716,20542,7.9708,5.55445,7.9708
11717,20543,6.21444,5.05828,6.20787
11718,20544,8.59882,5.843319999999999,8.59882
11719,20545,4.855630000000001,2.9553599999999998,4.83539
11720,20546,7.59054,5.96239,7.33638
11721,20547,11.7086,10.75421,11.6651
11722,20548,7.69875,3.62987,7.67472
11723,20549,5.63242,4.23413,5.49155
11724,2055,4.11085,2.70771,4.09525
11725,20550,4.14241,3.08587,4.12925
11726,20551,6.34208,4.13168,6.24578
11727,20552,4.1780800000000005,2.62842,4.131480000000001
11728,20553,6.506419999999999,5.00931,6.19105
11729,20554,4.85541,3.05996,4.85515
11730,20555,8.34397,6.33399,7.781619999999999
11731,20556,7.724880000000001,4.63388,7.72463
11732,20557,6.007999999999999,3.8476,6.007999999999999
11733,20558,6.57781,4.6310199999999995,6.53346
11734,20559,9.50907,7.274960000000001,9.49089
11735,2056,6.75672,6.47739,6.7435
11736,20560,6.69615,5.6393,6.693810000000001
11737,20561,10.05907,8.89757,10.05907
11738,20562,6.0197,3.50555,5.6372599999999995
11739,20563,4.5617,2.73964,4.55762
11740,20564,9.27522,7.50219,9.27522
11741,20565,6.32299,4.19573,5.87999
11742,20566,4.66218,2.7846599999999997,4.59628
11743,20567,6.4796,4.18395,6.27195
11744,20568,10.06958,5.4284099999999995,10.045589999999999
11745,20569,7.6867,4.64091,7.1792
11746,2057,3.88191,1.8461400000000001,3.85731
11747,20570,7.065519999999999,5.59788,7.065519999999999
11748,20571,8.1751,5.11912,8.15808
11749,20572,6.842739999999999,5.1929300000000005,6.61638
11750,20573,7.608910000000001,6.557289999999999,7.608910000000001
11751,20574,7.309019999999999,6.5842600000000004,7.309019999999999
11752,20575,5.08502,4.02094,5.00591
11753,20576,8.1656,5.94538,8.139330000000001
11754,20577,9.22437,6.06384,9.22437
11755,20578,6.951060000000001,6.33005,6.951060000000001
11756,20579,8.36105,4.90414,8.297830000000001
11757,2058,9.08618,8.58382,9.08618
11758,20580,7.587219999999999,5.04409,7.48988
11759,20581,9.171669999999999,7.87821,9.171669999999999
11760,20582,4.89561,2.98723,4.49651
11761,20583,6.75622,5.23939,6.74717
11762,20584,4.69111,2.44247,4.69111
11763,20585,10.99582,9.87929,10.97953
11764,20586,6.9147300000000005,6.3852199999999995,6.9147300000000005
11765,20587,4.1245400000000005,1.6690900000000002,4.12271
11766,20588,8.49345,6.51621,8.49345
11767,20589,7.187410000000001,5.4242,7.14658
11768,2059,4.71753,2.67125,4.13523
11769,20590,4.86346,4.04892,4.86346
11770,20591,6.37061,4.41814,6.37061
11771,20592,7.653110000000001,6.74683,7.653110000000001
11772,20593,7.33168,6.3558,7.326169999999999
11773,20594,5.23308,3.5297699999999996,5.23308
11774,20595,4.22105,2.04367,4.10187
11775,20596,8.28801,5.60073,8.28801
11776,20597,6.542680000000001,4.92645,6.53381
11777,20598,6.40771,4.706919999999999,5.91292
11778,20599,6.72043,4.9219599999999994,6.72043
11779,206,4.633369999999999,2.81346,4.633369999999999
11780,2060,6.03943,4.21077,5.99455
11781,20600,7.9162300000000005,5.93518,7.9162300000000005
11782,20601,7.2898,6.32477,7.2898
11783,20602,7.78653,5.609380000000001,7.78653
11784,20603,5.68631,4.23299,5.68631
11785,20604,5.99049,2.6554599999999997,4.77361
11786,20605,8.12067,6.08955,7.88055
11787,20606,4.35924,1.82549,3.3573699999999995
11788,20607,4.29776,3.26957,4.29776
11789,20608,4.72866,3.4876,4.72866
11790,20609,8.44899,7.01854,8.36228
11791,2061,5.898219999999999,3.8929699999999996,5.49264
11792,20610,8.881639999999999,7.40665,8.77478
11793,20611,4.92047,3.43534,4.92047
11794,20612,4.14149,2.75645,4.14149
11795,20613,10.432839999999999,9.6519,10.432839999999999
11796,20614,5.83226,2.40004,5.83226
11797,20615,8.45398,7.30705,8.45398
11798,20616,7.770510000000001,5.48054,7.770510000000001
11799,20617,6.3996,3.9324199999999996,6.3996
11800,20618,3.70539,2.0928299999999997,3.69331
11801,20619,5.20591,3.4852,5.2020599999999995
11802,2062,5.3729,3.5258599999999998,5.26273
11803,20620,6.7255899999999995,5.3423,6.71564
11804,20621,6.06442,3.86933,6.06442
11805,20622,5.2925699999999996,2.81407,5.25445
11806,20623,8.27159,6.9260399999999995,8.06476
11807,20624,6.08948,5.05363,6.08948
11808,20625,7.693,5.9943599999999995,7.68525
11809,20626,4.19422,2.96053,4.19422
11810,20627,7.02062,3.325,7.02062
11811,20628,7.50415,6.4379,7.3846300000000005
11812,20629,6.11826,5.329940000000001,6.09261
11813,2063,5.5926,4.80693,5.57186
11814,20630,6.04441,4.420780000000001,5.95589
11815,20631,4.36065,3.38049,4.1497
11816,20632,7.14133,4.778580000000001,7.14133
11817,20633,6.1761800000000004,4.7095,6.0939
11818,20634,7.7297,5.35163,7.7297
11819,20635,4.797219999999999,3.41249,4.797219999999999
11820,20636,6.46174,5.73381,6.45084
11821,20637,5.85468,4.50281,5.85468
11822,20638,5.32944,3.52708,5.32944
11823,20639,7.332839999999999,4.77308,7.332839999999999
11824,2064,6.240480000000001,5.1203,6.23908
11825,20640,8.807030000000001,5.92351,8.777619999999999
11826,20641,5.8817900000000005,3.2715400000000003,5.88155
11827,20642,8.894060000000001,6.61567,8.894060000000001
11828,20643,8.21355,6.47513,8.07592
11829,20644,8.49906,7.41414,8.49906
11830,20645,7.99591,5.9111199999999995,7.84428
11831,20646,6.23678,4.62477,6.10881
11832,20647,6.41004,4.86024,6.3863900000000005
11833,20648,6.89072,5.62061,6.81089
11834,20649,8.15778,3.26192,7.9004199999999996
11835,2065,4.88814,2.80147,4.88814
11836,20650,5.74121,4.51523,5.74121
11837,20651,6.46406,4.95463,6.46406
11838,20652,7.193060000000001,5.5294300000000005,7.19305
11839,20653,7.507389999999999,5.929130000000001,7.507389999999999
11840,20654,7.54334,6.30237,7.40252
11841,20655,5.26039,4.21389,5.26039
11842,20656,4.88795,3.54777,4.638809999999999
11843,20657,8.190430000000001,7.543419999999999,8.190430000000001
11844,20658,7.30357,6.250859999999999,7.05322
11845,20659,6.60579,5.14696,6.42114
11846,2066,6.72958,5.34131,6.72958
11847,20660,8.69011,7.44468,8.69011
11848,20661,9.10929,6.46116,8.73023
11849,20662,11.33692,10.18367,11.33692
11850,20663,5.7279599999999995,3.19896,5.70864
11851,20664,5.69563,3.45358,5.69563
11852,20665,9.79482,9.30328,9.79482
11853,20666,4.84658,2.81808,4.84658
11854,20667,5.161490000000001,3.61027,5.13676
11855,20668,6.33374,5.44149,6.33374
11856,20669,5.02527,3.8182099999999997,5.02527
11857,2067,6.13614,5.25609,6.07054
11858,20670,10.57288,7.41032,10.57288
11859,20671,6.35273,5.1596,6.30019
11860,20672,6.00708,5.42089,5.94895
11861,20673,6.5414,5.42379,6.1071800000000005
11862,20674,8.95018,6.685630000000001,8.95018
11863,20675,6.180540000000001,4.61722,6.180540000000001
11864,20676,9.595939999999999,7.29325,9.5591
11865,20677,8.70509,6.10274,8.19951
11866,20678,7.48416,5.4759199999999995,7.18226
11867,20679,5.75392,4.42131,5.251180000000001
11868,2068,8.44631,6.85522,8.44631
11869,20680,5.28395,3.56714,4.07849
11870,20681,5.79833,3.86361,5.787640000000001
11871,20682,11.70755,10.78617,11.695910000000001
11872,20683,7.892710000000001,6.8632100000000005,7.88782
11873,20684,7.558610000000001,5.88031,7.438610000000001
11874,20685,5.78756,3.7678599999999998,5.78756
11875,20686,7.63112,5.16571,7.057
11876,20687,9.777000000000001,6.3853,9.77635
11877,20688,7.97053,5.680540000000001,7.85917
11878,20689,7.2024300000000006,6.08493,7.18933
11879,2069,13.08055,11.94223,12.77491
11880,20690,12.360999999999999,11.021560000000001,12.360999999999999
11881,20691,10.7226,9.63073,10.7226
11882,20692,10.06518,4.38352,10.04669
11883,20693,4.83601,3.50224,4.83601
11884,20694,4.56775,2.9586799999999998,4.13772
11885,20695,7.35906,6.32292,7.35906
11886,20696,4.4385699999999995,3.91935,4.350230000000001
11887,20697,7.754410000000001,5.33655,7.708660000000001
11888,20698,5.40567,4.53218,5.39441
11889,20699,10.115039999999999,4.21612,8.51148
11890,207,6.79265,4.7402,6.79265
11891,2070,12.81528,9.09356,12.81528
11892,20700,8.07238,6.27442,7.614380000000001
11893,20701,7.207330000000001,6.0095,7.207330000000001
11894,20702,11.62887,5.67542,11.62887
11895,20703,5.70061,5.33258,5.70061
11896,20704,8.02417,5.19484,8.010860000000001
11897,20705,6.034669999999999,4.75805,5.72915
11898,20706,4.43051,2.94982,4.1513
11899,20707,11.47027,10.22143,11.47027
11900,20708,6.06404,4.656619999999999,6.06404
11901,20709,6.20458,4.466130000000001,5.75183
11902,2071,6.99528,4.2653300000000005,6.99528
11903,20710,7.66127,6.36977,7.66127
11904,20711,6.58157,4.3414,6.29964
11905,20712,7.40229,6.065169999999999,7.40229
11906,20713,5.61011,4.1868300000000005,5.57259
11907,20714,5.67138,3.42315,5.5554
11908,20715,6.06758,3.2914199999999996,5.7033
11909,20716,6.00632,4.12507,6.00632
11910,20717,4.96685,3.85857,4.96553
11911,20718,8.880519999999999,5.90756,8.70513
11912,20719,8.39122,5.94876,7.25445
11913,2072,10.0016,8.21913,9.995289999999999
11914,20720,6.6064,4.88931,6.6064
11915,20721,8.70227,6.17056,8.70227
11916,20722,8.11169,3.60616,8.11169
11917,20723,7.981139999999999,5.06846,7.80196
11918,20724,7.613389999999999,7.1504,7.613389999999999
11919,20725,6.48543,5.36258,6.00234
11920,20726,7.8817,5.80673,7.822489999999999
11921,20727,9.31827,7.24605,9.31827
11922,20728,8.60673,7.98394,8.60673
11923,20729,6.1848,4.07405,5.43347
11924,2073,7.94765,4.85916,7.94765
11925,20730,6.9661800000000005,5.39454,6.86705
11926,20731,9.98321,6.08294,9.91697
11927,20732,6.48219,4.45199,6.47825
11928,20733,7.70529,6.76313,7.5994399999999995
11929,20734,8.08028,6.60685,8.08028
11930,20735,5.07808,3.4066400000000003,5.07808
11931,20736,5.1858,3.8942300000000003,5.16748
11932,20737,9.452160000000001,5.99817,9.452160000000001
11933,20738,4.86379,3.33618,4.85425
11934,20739,7.548989999999999,5.3179300000000005,7.48345
11935,2074,6.963210000000001,3.47025,6.57782
11936,20740,4.1349,3.20657,4.1349
11937,20741,9.88504,5.1689099999999994,9.88504
11938,20742,7.452889999999999,5.837000000000001,7.452889999999999
11939,20743,9.01302,6.75321,8.96654
11940,20744,5.7995,3.36605,5.7995
11941,20745,7.6317699999999995,6.31309,7.612139999999999
11942,20746,6.9891,4.57285,6.9891
11943,20747,10.993360000000001,5.11029,10.67651
11944,20748,6.0494699999999995,4.78214,6.0494699999999995
11945,20749,4.37568,3.27179,4.37568
11946,2075,6.74023,5.31006,6.64297
11947,20750,5.35274,4.3341199999999995,5.34424
11948,20751,5.51724,3.21968,5.51724
11949,20752,5.82527,3.8645099999999997,5.82527
11950,20753,4.3813,3.01186,4.14341
11951,20754,8.647680000000001,5.9457,8.442039999999999
11952,20755,9.64772,4.96828,9.188310000000001
11953,20756,5.29891,3.4459800000000005,4.903569999999999
11954,20757,9.94205,7.937460000000001,9.94205
11955,20758,14.000160000000001,11.8001,14.000160000000001
11956,20759,7.335939999999999,5.307230000000001,7.198519999999999
11957,2076,6.54378,3.7876300000000005,6.54378
11958,20760,4.87455,3.5833699999999995,4.75168
11959,20761,8.11359,4.57947,8.11359
11960,20762,5.451980000000001,3.1659900000000003,5.451980000000001
11961,20763,5.84194,4.03908,5.83941
11962,20764,7.80973,6.32609,7.659669999999999
11963,20765,6.444030000000001,3.95857,6.444030000000001
11964,20766,5.91345,3.64335,5.69838
11965,20767,7.94269,5.5174900000000004,7.94269
11966,20768,9.04845,6.235530000000001,9.04845
11967,20769,6.80945,4.96517,6.80945
11968,2077,9.7669,7.8817,9.7669
11969,20770,7.1417,5.7935099999999995,6.92011
11970,20771,6.210319999999999,4.20004,5.83312
11971,20772,6.97078,5.301880000000001,6.97078
11972,20773,7.204,6.881810000000001,7.204
11973,20774,4.61982,1.7491,4.61982
11974,20775,5.64049,3.11147,5.59544
11975,20776,4.4679400000000005,2.23493,4.24288
11976,20777,7.508430000000001,5.002730000000001,7.48968
11977,20778,8.393089999999999,5.71963,8.393089999999999
11978,20779,6.599410000000001,4.88166,6.595339999999999
11979,2078,4.8672699999999995,3.5345800000000005,4.69591
11980,20780,7.70047,5.55016,7.68469
11981,20781,6.941089999999999,5.59385,6.70975
11982,20782,6.16486,4.3849,6.11032
11983,20783,11.348180000000001,8.59843,11.271410000000001
11984,20784,13.620970000000002,4.96914,13.61626
11985,20785,8.5797,7.8635399999999995,8.560039999999999
11986,20786,7.358230000000001,4.90119,7.1155
11987,20787,5.55247,4.6695400000000005,5.53926
11988,20788,7.457339999999999,5.56069,7.44924
11989,20789,8.256680000000001,3.7281699999999995,8.256680000000001
11990,2079,7.059130000000001,5.84382,6.842210000000001
11991,20790,6.908860000000001,5.78334,6.849080000000001
11992,20791,8.35619,5.0930800000000005,8.33195
11993,20792,13.23148,5.21951,12.660689999999999
11994,20793,3.86341,2.313,3.51609
11995,20794,7.85902,5.15038,7.85902
11996,20795,7.497489999999999,6.26382,7.42462
11997,20796,6.34965,5.55848,6.34965
11998,20797,6.8197600000000005,5.58141,6.72783
11999,20798,5.01256,3.31005,5.01256
12000,20799,8.50805,6.05492,8.02164
12001,208,5.61497,3.6582199999999996,5.61497
12002,2080,7.48378,3.72039,7.4630600000000005
12003,20800,6.36155,4.57381,6.30826
12004,20801,5.376119999999999,3.48803,5.24627
12005,20802,5.29972,3.56302,5.2662
12006,20803,8.54078,3.20857,8.54078
12007,20804,7.18231,5.24988,7.172560000000001
12008,20805,6.88983,4.952030000000001,6.88983
12009,20806,6.54626,5.3581900000000005,6.54626
12010,20807,4.57594,3.55255,4.56457
12011,20808,4.937,3.11741,4.92939
12012,20809,8.74623,5.34776,8.35619
12013,2081,5.54398,3.7627099999999998,5.27113
12014,20810,3.98887,3.0905400000000003,3.9867800000000004
12015,20811,8.20416,4.03483,6.16145
12016,20812,6.37694,4.7887,6.37694
12017,20813,5.78103,4.82868,5.73855
12018,20814,6.497240000000001,3.9774300000000005,6.4947099999999995
12019,20815,6.4774199999999995,3.7313099999999997,6.4774199999999995
12020,20816,4.55705,2.98612,4.55705
12021,20817,7.622660000000001,6.12435,7.51412
12022,20818,6.82327,4.91573,6.783010000000001
12023,20819,4.7838,3.10696,4.7838
12024,2082,6.14283,5.10471,6.13715
12025,20820,10.86951,9.92014,10.86951
12026,20821,5.05825,3.05938,5.01984
12027,20822,4.8262599999999996,2.96027,4.78682
12028,20823,4.74155,2.18897,4.32717
12029,20824,7.33855,6.1073,7.33855
12030,20825,5.236669999999999,4.13742,5.236669999999999
12031,20826,9.4962,6.06998,9.41341
12032,20827,8.24289,6.14731,8.24289
12033,20828,7.72497,5.62092,7.28472
12034,20829,5.7864,5.01149,5.7706599999999995
12035,2083,7.25944,6.30877,7.24228
12036,20830,6.6898,5.20359,6.6898
12037,20831,5.9285,4.22,5.86594
12038,20832,6.6223600000000005,3.6600699999999997,6.59996
12039,20833,7.166519999999999,5.2316,7.126810000000001
12040,20834,4.7878099999999995,3.50023,4.7878099999999995
12041,20835,13.3217,7.69821,13.32133
12042,20836,4.4753099999999995,3.2880599999999998,4.2622
12043,20837,6.595110000000001,4.73411,6.595110000000001
12044,20838,6.25657,4.92627,6.11677
12045,20839,7.37891,4.04312,7.37891
12046,2084,6.10767,4.55236,6.10767
12047,20840,8.967880000000001,5.91257,8.967880000000001
12048,20841,5.61672,3.1768,4.69153
12049,20842,5.63932,4.4204099999999995,5.56609
12050,20843,7.18727,5.54601,7.18727
12051,20844,8.11105,5.877330000000001,8.09645
12052,20845,6.47722,5.3421,6.47722
12053,20846,5.78124,4.24684,5.60573
12054,20847,5.98306,4.30414,5.98306
12055,20848,5.72909,4.23703,5.6576
12056,20849,8.36893,7.41838,8.36893
12057,2085,8.34816,6.4827,8.30739
12058,20850,8.08962,5.46165,7.9976
12059,20851,5.9859800000000005,5.53606,5.96051
12060,20852,7.30673,6.4059,7.299239999999999
12061,20853,4.75931,2.79874,4.52044
12062,20854,5.62918,4.51211,5.309819999999999
12063,20855,7.645110000000001,3.2910699999999995,7.6119
12064,20856,6.04723,4.636819999999999,6.02001
12065,20857,6.11095,5.53109,6.09544
12066,20858,8.6107,6.54291,8.6107
12067,20859,7.3453800000000005,5.34218,7.3453800000000005
12068,2086,6.712269999999999,4.81712,6.712269999999999
12069,20860,4.57417,2.4165799999999997,3.4586099999999997
12070,20861,7.433339999999999,6.336790000000001,7.42163
12071,20862,6.08406,3.7306,6.08406
12072,20863,10.79857,9.660039999999999,10.79857
12073,20864,6.04323,3.97203,5.4419699999999995
12074,20865,4.90362,3.77158,4.8638900000000005
12075,20866,7.559189999999999,3.21998,7.559189999999999
12076,20867,8.72358,6.2363,8.52673
12077,20868,6.90645,5.07418,6.898789999999999
12078,20869,8.073189999999999,6.291930000000001,8.0237
12079,2087,7.915889999999999,6.07696,7.915889999999999
12080,20870,7.088760000000001,4.81404,6.987489999999999
12081,20871,7.1322,6.42022,7.1322
12082,20872,6.06496,4.46249,6.05154
12083,20873,7.39498,6.19725,6.948580000000001
12084,20874,7.10292,5.4151,6.4073400000000005
12085,20875,8.0466,6.78253,8.0466
12086,20876,10.15513,7.168810000000001,10.05068
12087,20877,6.40952,4.96547,6.2420800000000005
12088,20878,9.88193,4.234030000000001,9.218869999999999
12089,20879,7.274489999999999,5.45518,7.274489999999999
12090,2088,5.57123,4.3228800000000005,5.57123
12091,20880,8.59314,6.49592,8.46965
12092,20881,7.16803,5.37603,7.16803
12093,20882,5.67464,3.952,5.6639800000000005
12094,20883,7.86746,6.208469999999999,7.80753
12095,20884,6.74984,5.48019,6.66719
12096,20885,7.3143199999999995,4.3293,7.17097
12097,20886,7.55134,5.14866,7.55134
12098,20887,10.08183,7.996360000000001,10.08183
12099,20888,6.05731,4.12648,5.54223
12100,20889,6.95062,3.5384300000000004,6.94983
12101,2089,7.897,7.33564,7.897
12102,20890,7.4878800000000005,6.26135,7.446860000000001
12103,20891,8.88925,4.40304,8.88925
12104,20892,8.97682,5.56745,8.97682
12105,20893,8.74611,5.85257,8.73978
12106,20894,6.28544,4.33067,6.16359
12107,20895,4.74673,3.61878,4.74673
12108,20896,7.2636199999999995,3.87888,7.116060000000001
12109,20897,5.92405,5.03859,5.92405
12110,20898,10.31878,8.52405,10.31878
12111,20899,6.01607,4.06683,6.01607
12112,209,4.7495199999999995,2.52565,3.8738099999999998
12113,2090,4.208130000000001,2.00601,4.19421
12114,20900,6.9870399999999995,4.72256,5.7489300000000005
12115,20901,8.11365,7.073739999999999,7.935569999999999
12116,20902,5.13432,4.1085400000000005,4.824669999999999
12117,20903,7.363589999999999,6.92235,7.3487
12118,20904,5.70354,4.45094,5.64866
12119,20905,9.37815,5.7674900000000004,9.37815
12120,20906,6.51622,5.46481,6.514530000000001
12121,20907,8.33307,5.94625,8.33307
12122,20908,5.410419999999999,4.14441,5.4034
12123,20909,5.91685,4.69077,5.91685
12124,2091,6.73071,4.54319,6.72397
12125,20910,11.748439999999999,10.64532,11.748439999999999
12126,20911,6.84083,3.74919,6.84083
12127,20912,7.57147,5.09219,7.5619
12128,20913,6.569210000000001,5.76283,6.42799
12129,20914,8.452630000000001,7.06082,8.452630000000001
12130,20915,7.88093,6.997160000000001,7.88093
12131,20916,5.1908900000000004,3.9565699999999997,5.1565900000000005
12132,20917,8.6046,2.82082,8.561810000000001
12133,20918,5.48062,4.19313,5.34706
12134,20919,6.31663,2.71386,6.31663
12135,2092,6.927910000000001,4.64829,6.92305
12136,20920,8.93935,5.23492,8.93115
12137,20921,7.46082,6.10869,7.46082
12138,20922,8.49492,4.223669999999999,7.74573
12139,20923,8.62779,5.63035,8.27163
12140,20924,6.6515,5.81157,6.46748
12141,20925,5.0557300000000005,3.3200300000000005,5.0557300000000005
12142,20926,8.60057,6.44069,8.60057
12143,20927,5.9829,5.018730000000001,5.9829
12144,20928,6.20835,3.9262,6.20835
12145,20929,6.22785,4.6662300000000005,6.151669999999999
12146,2093,6.58131,5.45125,6.40883
12147,20930,10.97051,9.32733,10.97051
12148,20931,4.30291,2.4473,4.29634
12149,20932,4.545730000000001,3.1823,4.39577
12150,20933,8.008560000000001,5.6094,7.4835899999999995
12151,20934,4.77246,3.86375,4.77246
12152,20935,5.33248,2.6710599999999998,5.33248
12153,20936,5.78059,3.25696,5.64194
12154,20937,4.44799,1.44279,4.38255
12155,20938,9.04846,6.87655,9.04846
12156,20939,7.694039999999999,5.65803,7.694039999999999
12157,2094,6.60845,4.64671,6.60845
12158,20940,7.033119999999999,2.63511,7.033119999999999
12159,20941,7.60577,6.914560000000001,7.60577
12160,20942,7.10955,2.63923,7.10955
12161,20943,8.93728,7.05965,8.914769999999999
12162,20944,6.93527,5.999140000000001,6.93527
12163,20945,4.92819,3.4716400000000003,4.91659
12164,20946,7.376289999999999,4.9417,7.0741
12165,20947,5.807180000000001,3.5266599999999997,5.807180000000001
12166,20948,4.60497,3.0757,4.59206
12167,20949,4.71282,2.86298,4.53191
12168,2095,5.4126900000000004,4.19586,5.4126900000000004
12169,20950,7.995760000000001,1.9292200000000002,7.569030000000001
12170,20951,4.84399,3.3422400000000003,4.8392800000000005
12171,20952,5.40824,4.20073,5.115
12172,20953,6.1142900000000004,5.42523,6.08746
12173,20954,5.098409999999999,3.66665,4.858140000000001
12174,20955,7.12414,5.67836,7.07321
12175,20956,9.60951,7.632639999999999,9.06195
12176,20957,8.25496,5.93674,8.25496
12177,20958,4.06717,3.4606800000000004,4.06493
12178,20959,7.5208699999999995,6.532019999999999,7.483910000000001
12179,2096,10.39236,8.409839999999999,10.34566
12180,20960,7.85153,5.711040000000001,7.82252
12181,20961,6.99693,4.03236,6.99693
12182,20962,6.4972199999999996,5.24683,6.4972199999999996
12183,20963,8.510530000000001,6.083080000000001,8.510530000000001
12184,20964,6.829039999999999,6.4384,6.829039999999999
12185,20965,5.36148,3.90056,4.87553
12186,20966,5.07832,3.5931800000000003,5.05541
12187,20967,4.95921,3.6415800000000003,4.8652
12188,20968,9.0432,6.83363,9.0432
12189,20969,10.84291,7.66039,10.76225
12190,2097,5.996,4.14337,5.996
12191,20970,8.11198,7.176089999999999,8.11198
12192,20971,7.311789999999999,5.96289,7.311789999999999
12193,20972,6.41981,5.79116,6.40975
12194,20973,5.95694,3.80435,5.66659
12195,20974,6.62782,4.77025,6.62782
12196,20975,7.329460000000001,6.42851,7.329460000000001
12197,20976,5.03826,3.51646,5.03826
12198,20977,4.86239,3.5141699999999996,4.86239
12199,20978,5.4911900000000005,3.5491300000000003,4.83401
12200,20979,9.19341,6.66863,9.191089999999999
12201,2098,8.741439999999999,6.971139999999999,8.566460000000001
12202,20980,6.21922,3.12906,6.21922
12203,20981,4.23137,1.8857099999999998,4.23137
12204,20982,6.17526,5.31654,6.15672
12205,20983,4.67894,3.51007,4.59244
12206,20984,5.09583,3.17971,4.97659
12207,20985,6.91515,5.15074,6.83873
12208,20986,6.10034,4.60653,6.03978
12209,20987,5.536580000000001,4.65233,5.43722
12210,20988,9.976280000000001,4.7168,9.976280000000001
12211,20989,6.113230000000001,4.34755,6.03947
12212,2099,6.8171100000000004,5.07114,6.78614
12213,20990,7.43543,6.28677,7.43543
12214,20991,6.859260000000001,4.8055,6.756
12215,20992,6.88552,5.05376,6.836930000000001
12216,20993,10.17378,4.5101,10.17378
12217,20994,6.36348,3.83782,6.36348
12218,20995,4.76858,2.78967,4.76858
12219,20996,9.84094,8.23259,9.84094
12220,20997,5.37786,4.54599,5.37786
12221,20998,8.33567,8.07038,8.33455
12222,20999,7.3028,6.798030000000001,7.290439999999999
12223,21,8.198160000000001,7.3242899999999995,8.198160000000001
12224,210,6.760160000000001,2.5291900000000003,6.760160000000001
12225,2100,9.81637,8.66985,9.76555
12226,21000,5.29419,3.6515400000000002,4.9958800000000005
12227,21001,6.58767,4.47182,6.58767
12228,21002,6.26964,4.44559,6.1357
12229,21003,9.42182,7.158189999999999,9.14754
12230,21004,5.323519999999999,3.9293099999999996,4.998
12231,21005,7.27941,4.913819999999999,7.26105
12232,21006,9.88758,7.68473,9.81874
12233,21007,9.12931,7.52377,9.12931
12234,21008,5.89508,2.9087,5.89508
12235,21009,9.747110000000001,5.68341,9.747110000000001
12236,2101,8.17253,6.965110000000001,7.974480000000001
12237,21010,8.09305,6.7047,8.03328
12238,21011,4.648680000000001,3.5757199999999996,4.56571
12239,21012,7.0513,4.9693,6.33214
12240,21013,4.8046,2.87793,4.8046
12241,21014,6.50941,6.03167,6.4602699999999995
12242,21015,6.45275,4.52827,6.349819999999999
12243,21016,5.41836,4.0073,5.21086
12244,21017,6.06118,3.3733699999999995,6.06118
12245,21018,5.10572,3.62206,5.09531
12246,21019,8.50328,3.85481,8.434610000000001
12247,2102,5.4974,4.24846,5.4974
12248,21020,4.84219,2.88531,4.72256
12249,21021,11.239360000000001,8.25774,11.23294
12250,21022,6.19159,5.18699,6.07838
12251,21023,4.42444,3.07463,4.06856
12252,21024,5.02955,3.36838,4.347119999999999
12253,21025,6.93772,4.98428,6.86252
12254,21026,10.096589999999999,4.28115,10.096589999999999
12255,21027,4.21919,3.16277,4.21919
12256,21028,7.02303,3.5378800000000004,7.02186
12257,21029,7.81458,5.059480000000001,7.813089999999999
12258,2103,8.6135,6.26598,8.55781
12259,21030,7.39468,4.68899,7.388380000000001
12260,21031,4.3929,2.76457,4.3929
12261,21032,8.27232,6.46047,7.7032
12262,21033,5.90484,4.37792,5.88349
12263,21034,5.37777,3.91353,4.58598
12264,21035,4.80077,3.2237,4.80077
12265,21036,6.26852,4.20095,6.26852
